,ogc_fid,uhgs_id,x,y,total,toponym,toponyme_standard_fr,toponyme_standard_en,substate_1789_fr,state_1789_fr,substate_1789_en,state_1789_en,belonging_states,belonging_substates,status,has_a_clerk,geonameid,admiralty,province,shiparea,ferme_direction,ferme_bureau,partner_balance_1789,partner_balance_supp_1789,point
260,1226,A0134559,1,49.383333,0,La Haye [Val de],Val-de-la-Haye,Val-de-la-Haye,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Rouen,Normandie,MAN-WIGH,Rouen,Rouen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[111319.490793272,6340157.067923367]}"
261,935,A0249999,14.85,36.716667,3,Potsallo en Sicile,Pozzallo,Pozzallo,Sicile,Royaume de Naples,Sicily,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]","[{""1749-1815"" : ""Sicile""}]",,,2523693.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1653094.438280112,4399687.06164901]}"
262,513,A0139494,-3.166667,48.7,11,Pontrieux,Pontrieux ,Pontrieux ,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2986121.0,Morlaix,Bretagne,MAN-PORT,Saint-Malo,Morlaix,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-352511.757951864,6224110.131660086]}"
263,688,A0122484,-1.99954,48.634304,3,Saint Servant,Saint-Servant,Saint-Servant,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2976955.0,Saint-Malo,Bretagne,MAN-PORT,Saint-Malo,Saint-Servant,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-222587.774620781,6213036.707317498]}"
264,942,A0205299,-1.45,49.683333,4,Fermanville,Fermanville,Fermanville,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3018684.0,Barfleur,Normandie,MAN-WIGH,Caen,Cherbourg,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-161413.261650248,6391614.239420592]}"
265,626,A0219769,16.5,39,7,Barletto en Calabre[Calabria,Calabre (undeterminé),Calabria (undetermined),,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,6095980.0,,,MED-IONN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1836771.598089013,4721671.572580107]}"
266,559,A0161143,3.05,43.016667,21,La Nouvelle,La Nouvelle,La Nouvelle,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2985968.0,Narbonne,Languedoc,MED-LION,Narbonne,Narbonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[339524.446919483,5314509.078474105]}"
267,855,A0079075,2.933333,39.15,2,Cabreira Isle de Mayorque [isla Cabrera],Cabrera,Cabrera,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,2520630.0,,,MED-BALS,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[326537.135887105,4743180.617866745]}"
268,57,B2118942,-55.433333,51.6,14,Kerpont en Terreneuve,île Quirpon,Quirpon Island,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,6115378.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6170810.402533966,6728120.968144314]}"
269,1211,A0116726,-3.016667,43.316667,0,Portugalete,Portugalete,Portugalete,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-335813.834332871,5360296.677587755]}"
270,428,A0232521,8.95,44.416667,451,Genes,Gênes,Genoa,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,11837005.0,,,MED-LIGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[996309.442599799,5530150.412425582]}"
271,829,A0170819,-2.016667,48.65,1428,Saint Malo,Saint-Malo,Saint-Malo,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,2978640.0,Saint-Malo,Bretagne,MAN-PORT,Saint-Malo,Saint-Malo,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-224494.343539599,6215681.042900641]}"
272,701,A0833484,8.416667,55.416667,1,Fanoe [Island],Fanø ,Fanø ,,Danemark,,Denmark,"[{""1749-1815"" : ""Danemark""}]",,,,2622340.0,,,NOR-GBIG,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[936939.084616551,7443156.265989204]}"
273,1161,A0234673,16.566667,38.433333,1,Marina di Monasterace,,,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,,,,MED-IONN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1844192.934581728,4640823.394865196]}"
274,381,A1932112,35.368889,33.563056,4,Seyde,Seyde [Sidon],Sidon,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,268064.0,,,MED-MEDE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3937246.713403814,3970280.939847144]}"
275,641,A0213627,-0.8,45.033333,3,Castelnaut,Castelnau,Castelnau,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3028343.0,Bordeaux,Guyenne,ACE-ROCH,Bordeaux,Castelnau,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-89055.592634619,5626770.612174587]}"
276,697,A0671198,12.133333,54.083333,2,Rostock,Rostock,Rostock,,Duché de Mecklenbourg,,Mecklenburg,"[{""1749-1815"" : ""Duché de Mecklenbourg""}]",,,,2844588.0,,,BAL-BAWE,,,Etats de l'Empereur,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1350676.451185223,7185954.390304613]}"
277,807,A0760751,8.219924,53.140385,1,Oldenbourg,Oldenbourg,Oldenburg ,,Duché d'Oldenbourg,,Duchy of Oldenburg,"[{""1749-1773"" : ""Danemark""},{""1773-1815"" : ""Duché d'Oldenbourg""}]",,,,2813229.0,,,NOR-GBIG,,,Etats de l'Empereur,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[915037.754039409,7009007.680140333]}"
278,389,A0395269,-4.3,50.4,1,Saint Germain,Saint Germans,St. Germans,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2638792.0,,Cornwall,MAN-PLYM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-478673.810411075,6515839.147611882]}"
279,558,A0103630,3.166667,41.916667,2,Palafrugel en Catalogne,Palafrugell,Palafrugell,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3114567.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[352511.757951864,5148504.726931272]}"
280,1,A1964976,-7.072907,62.192805,92,Nord Ferrow en Norvege,Îles Féroé,Faroe Islands,,Danemark,,Denmark,"[{""1749-1815"" : ""Danemark""}]",,,,2619580.0,,,ANE-FARO,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-787352.405668182,8905005.430475673]}"
281,1415,A1038574,12,57.416667,0,Moossen,Mossen,Mossen,,Suède,,Sweden,"[{""1749-1815"" : ""Suède""}]",,,,,,,BAL-KATT,,,Suède,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1335833.889519282,7845762.979729488]}"
282,1110,C0000012,9.314575,1.486284,48,Cote d' or,Côte d'Or,Gold Coast,,multi-Etat,,Multi-state,"[{""1749-1815"" : ""multi-Etat""}]",,,,3232753.0,,,ACE-GUIN,,,,Sénégal et Guinée,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1036893.745955757,165470.936994385]}"
283,205,A0225968,12.633333,41.45,6,Cap Danso,cap d' Anzio,Capo d'Anzio,,Etats pontificaux,,Papal States,"[{""1749-1798"" : ""Etats pontificaux""},{""1798-1799"" : ""République romaine""},{""1799-1808"" : ""Etats pontificaux""},{""1808-1815"" : ""France""}]",,,,11961618.0,,,MED-TYEC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1406336.196581859,5078944.868733779]}"
284,967,A0387612,1.083333,51.066667,1,Hythe,Hythe,Hythe,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,3042211.0,,Kent,MAN-DOVE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[120596.07791955,6633094.826210324]}"
285,1230,A0136119,-4.366667,48.366667,0,Plougastel,Plougastel,Plougastel,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-486095.146903793,6168073.388912149]}"
286,340,A0157366,8.907323,42.615265,1,Corbara en Corse,Corbara,Corbara,,France,,France,"[{""1749-1768"" : ""République de Gênes""},{""1768-1815"" : ""France""}]",,,,3023773.0,Bastia,Corse,MED-CORS,,,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[991558.660691214,5253593.404000635]}"
287,324,B0000050,-71.466293,41.582888,11,Rhode Island,Rhode Island,Rhode Island,Rhode Island,Etats-Unis d'Amérique,Rhode Island,United States,"[{""1749-1783"" : ""Grande-Bretagne""},{""1783-1815"" : ""Etats-Unis d'Amérique""}]","[{""1749-1783"" : ""Colonies britanniques d'Amérique""},{""1783-1815"" : ""Rhode Island""}]",,,5224232.0,,,AUE-BOST,,,Etats-Unis,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-7955591.345642891,5098701.431602671]}"
288,151,A0236195,9.833333,43.05,25,Capraia,Capraia,Capraia,,République de Gênes,,Republic of Genoa,"[{""1749-1797"" : ""République de Gênes""},{""1797-1805"" : ""République ligurienne""},{""1805-1815"" : ""France""}]",,,,3180649.0,,,MED-TYNO,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1094641.622360693,5319585.456042694]}"
289,60,A0326625,22.8075,37.563611,2,Naples de Romanie,Naples de Romanie / Nauplie,Nafplio,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,11808953.0,,,MED-AEGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2538919.286267586,4517960.785773216]}"
290,1034,A0197562,9.35,42.9,1,Pino en Corse,Pino,Pino,,France,,France,"[{""1749-1768"" : ""République de Gênes""},{""1769-1815"" : ""France""}]","[{""1749-1768"" : ""Corse""}]",,,3109718.0,Bastia,Corse,MED-CORS,,,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1040837.238917108,5296763.192592259]}"
291,554,A0176357,5.683333,43.166667,0,Lecques,Les Lecques,Les Lecques,,France,,France,"[{""1749-1815"" : ""France""}]",,,,5963119.0,La Ciotat,Provence,MED-LIGS,Marseille,La Ciotat,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[632665.735568608,5337374.769001438]}"
292,975,A0394459,1.05,52.966667,1,Cley,Cley,Cley,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,3113320.0,,Norfolk,NOR-HUMB,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[116885.465332938,6976834.596067184]}"
293,438,A0245311,14.033333,40.766667,13,Procida,Procida,Procida,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,3169807.0,,,MED-TYEC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1562183.483692441,4977985.780696444]}"
294,1409,A0901538,5.302222,60.399722,0,Nordenes,Nordnes ,Nordnes ,Norvège,Danemark,Norway,Denmark,"[{""1749-1815"" : ""Danemark""}]","[{""1749-1815"" : ""Norvège""}]",,,,,,NOR-UTSN,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[590240.653112894,8489274.374604048]}"
295,642,A0196246,0.466667,49.483333,5,Tancarville,Tancarville,Tancarville,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2973437.0,Le Havre,Normandie,MAN-WIGH,Rouen,Le Havre,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[51949.132810024,6357274.398379595]}"
296,800,A0082319, -4.400052,43.382740,3,Saint Vincent de la Barquera,San Vincente de la Barquera,San Vincente de la Barquera,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3109450.0,,,ACE-CANT,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-489811.548103926,5370411.420424153]}"
297,99,A0246795,14.216667,42.466667,3,Pescara dans le royaume de Naples,Pescara,Pescara,,Royaume de Naples,,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]",,,,3171168.0,,,MED-ADRC,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1582592.131217537,5231142.266053386]}"
298,386,A0220588,14,37.5,1,Sicile,Sicile,Sicily,Sicile,Royaume de Naples,Sicily,Kingdom of Naples,"[{""1749-1815"" : ""Royaume de Naples""}]","[{""1749-1815"" : ""Sicile""}]",,,2523513.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1558472.871105829,4509031.393076654]}"
299,364,A0122960,9.283333,41.525,1,Golfe Porto en Corse,Golfe de Porto-Vecchio,Gulf of Porto-Vecchio,,France,,France,"[{""1749-1768"" : ""République de Gênes""},{""1768-1815"" : ""France""}]",,,,2989832.0,Ajaccio,Corse,MED-TYNO,,,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1033415.902424394,5090090.190310228]}"
300,838,A1965253,3.542175,41.914541,1,Cap Saint Sebastien (off),Cap Saint-Sébastien (sur),cape of San Sebastián (off),,zone maritime,,Open sea,"[{""1749-1815"" : ""zone maritime""}]",,,,3021919.0,,,MED-BALN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[394313.117300665,5148186.683912106]}"
301,865,A1964878,-9.263306,43.125043,11,Espagne [Atlantic],Espagne atlantique,"Spain, Atlantic coast",,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3004495.0,,,ACE-FINI,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-1031186.506982276,5331024.075189131]}"
302,605,A1964109,40.239256,58.507471,7,Russie,Russie,Russia,,Empire russe,,Russian Empire,"[{""1749-1815"" : ""Empire russe""}]",,,,6312099.0,,,BAL-FINL,,,Russie,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[4479413.487820178,8074685.494619672]}"
303,320,A0861183,10.211667,59.7425,6,Dramen,Drammen ,Drammen ,Norvège,Danemark,Norway,Denmark,"[{""1749-1815"" : ""Danemark""}]","[{""1749-1815"" : ""Norvège""}]",,,3159016.0,,,BAL-SKAG,,,Danemark,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1136757.570590476,8342630.142636313]}"
304,490,A0127055,-1.366667,46.2,1146,Saint Martin de Ré,Saint-Martin-de-Ré,Saint-Martin-de-Ré,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2978361.0,La Rochelle,Aunis,ACE-ROCH,La Rochelle,Saint-Martin île de Ré,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-152136.67452397,5812457.491341966]}"
305,762,A0124198,-3.355494,47.708064,18,Port Louis,Port-Louis,Port-Louis,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2985963.0,Lorient,Bretagne,ACE-IROI,Lorient,Lorient,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-373531.883439884,6058423.780301988]}"
306,477,A0170633,-1.266667,46.166667,1,Rivedoux,Rivedoux,Rivedoux,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2944388.0,La Rochelle,Aunis,ACE-ROCH,La Rochelle,Saint-Martin île de Ré,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-141004.725444643,5807098.068838284]}"
307,180,A0138533,-1.2,45.9,155,Le Chateau [d' Oléron],Le Château-d'Oléron,Le Château-d'Oléron,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3004716.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Oléron,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-133583.388951928,5764338.606003876]}"
308,195,A0136333,3,43.183333,128,Narbonne,Narbonne,Narbonne,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,2990919.0,Narbonne,Languedoc,MED-LION,Narbonne,Narbonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[333958.47237982,5339918.76183342]}"
309,515,A0172590,-1.033333,45.633333,60,Royan,Royan,Royan,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2982343.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-115030.103379887,5721784.017356724]}"
310,1316,A0392208,0.833333,51.75,0,Tolsberry,Tollesbury,Tollesbury,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,,,Essex,NOR-THAM,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[92766.205221231,6755047.86303445]}"
311,485,A0145176,5.75,43.133333,346,Bandol,Bandol,Bandol,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3035156.0,Toulon,Provence,MED-LIGS,Toulon,Toulon,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[640087.072061323,5332288.559632295]}"
312,371,A0286061,5.083333,36.75,1,Bougie,Bougie,Béjaïa,Régence d'Alger,Empire ottoman,Regency of Algiers,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence d'Alger""}]",,,2505329.0,,,MED-BALS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[565874.041092642,4404317.063992945]}"
